"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,19,2,4,1,,19,2,4,1973,3,1,3,3,0,6,1,,,2,,,,1,2,,,,2,,1,,,1,,2,,,2,1,,,,2,1,,,1,,,2,,,1,2,,,,1,,2,2,,,1,,,2,1,,,2,1,,,,2,,1,,,,2,,,1,,2,,1,,,,,1,2,,1,,,2,0,0,0,0,0,0,0,46,0,0,0,0,0,50,0,4,0,0,3,2,7,"__NA__",2,,"__NA__",5,"__NA__",8,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,1,2,6,1,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,4,1,"__NA__",2,7,0.6328
840,13,3,5,1,,13,3,5,1964,4,2,2,2,5,2,,2,,,1,,,2,1,,2,,1,,,2,,,1,,,1,2,,,,,2,,1,1,,,,2,2,,,,1,,2,,,1,,,2,,1,1,,2,,,,,2,1,,2,1,,,,1,2,,,,2,,1,,,2,,,,1,2,,,,1,0,0,0,0,16,21,0,45,14,0,0,0,4,0,0,0,0,0,3,2,7,"__NA__",1,2,"__NA__",2,"__NA__",6,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",2,4,0.6274
840,25,1,1,1,,25,1,1,1978,2,2,1,1,10,1,2,1,,,,,1,,,2,1,,2,,,,1,2,,,2,,,1,,1,,,2,,1,2,,,,1,2,,,,1,2,,,,2,,,1,,1,2,,,,1,,2,,,1,2,,,,2,,,1,,,1,,,2,1,2,,,,1,,2,,,25,1,6,0,11,10,0,1,6,3,2,5,3,5,0,0,10,12,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,1,1,0,1,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,6,3,"__NA__",5,2,1,"__NA__",1,0,0,0,0,0,1,11,"__NA__",2,5,0.6747
840,51,3,5,1,,51,3,5,1984,2,2,2,2,9,6,1,,2,,,,2,1,,,,,,2,1,1,,,,2,,2,1,,,,,2,1,,1,,,,2,,,1,,2,2,,1,,,,,1,2,,1,,2,,,,,2,1,,1,2,,,,,,2,,1,,2,1,,,,2,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,2,1,5,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",6,2,1,"__NA__",0,0,1,0,0,0,2,1,"__NA__",1,2,0.9655
840,51,3,5,1,,51,3,5,1994,1,2,1,1,10,2,2,,,1,,1,,,,2,1,2,,,,,1,2,,,1,,,2,,1,2,,,,,2,1,,,,1,,,2,1,,2,,,1,,,,2,1,,,2,,1,,,2,,1,,,,2,1,2,,,,2,,,1,,2,1,,,,,2,1,,,2,0,0,2,0,52,10,0,1,3,0,0,0,0,10,20,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,2,10,"__NA__",2,6,0.5994
840,6,4,9,1,,6,4,9,1969,3,2,1,1,9,2,1,,2,,,1,2,,,,,,1,,2,,2,1,,,,1,2,,,1,,,2,,,,1,,2,2,1,,,,1,2,,,,,,1,2,,1,,,2,,1,,,,2,2,1,,,,1,2,,,,,2,,1,,2,1,,,,2,,1,,,10,0,0,6,5,7,5,10,9,9,8,4,9,0,0,9,5,4,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",1,5,3,2,1,"__NA__",1,1,1,2,2,2,6,1,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,6,1.0886
840,27,2,4,1,,27,2,4,1957,4,2,1,1,10,1,,1,2,,,1,,,,2,2,1,,,,1,,,,2,,2,,,1,2,1,,,,1,,,,2,1,,,2,,1,,,2,,,,,2,1,1,2,,,,1,2,,,,1,,2,,,1,,,2,,1,,,,2,1,,2,,,,,1,2,,40,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,1,0,1,1,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",9,3,2,"__NA__",0,1,0,0,0,0,2,11,"__NA__",1,5,1.0801
840,32,4,8,1,,32,4,8,1971,3,1,1,2,10,5,1,,2,,,,,,2,1,,2,1,,,,2,1,,,,2,,1,,2,1,,,,2,,1,,,,1,2,,,2,,,,1,,1,,2,,2,,1,,,2,,1,,,,2,,,1,2,,,1,,,2,,,1,2,,,1,,2,,,1,,3,0,3,3,4,3,0,73,0,3,0,0,0,0,0,5,0,3,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,3,2,0,0,0,0,1,1,0,0,"__NA__",2,3,2,1,3,"__NA__",3,3,2,1,1,1,1,1,"__NA__",3,1,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,4,0.2078
840,31,2,4,1,,31,2,4,1972,3,2,3,3,7,1,,,,1,2,1,,,2,,,1,2,,,1,2,,,,1,,,2,,,1,,2,,1,2,,,,1,,,2,,1,2,,,,,2,,,1,1,,,2,,,,,2,1,,2,,,1,,1,,2,,,1,,2,,1,2,,,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,48,4,1,2,"__NA__",1,3,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,1,0,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,3,1,"__NA__",2,1,6,"__NA__",0,1,0,0,0,0,2,11,"__NA__",1,4,1.3281
840,48,3,7,1,,48,3,7,1964,4,2,1,2,10,5,1,2,,,,1,,,2,,2,,1,,,,,,1,2,,2,,1,,2,,,1,,2,1,,,,,,,1,2,2,,,1,,,1,2,,,,2,,1,,2,,,1,,,2,,,1,,1,,2,,,2,1,,,,2,1,,,2,1,,,,0,0,2,0,0,0,0,50,48,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",4,"Conservative",5,3,5,3,0,0,0,0,1,1,0,0,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",13,5,5,"__NA__",0,0,0,0,1,0,1,12,"__NA__",2,4,0.9243
840,29,2,4,1,,29,2,4,1962,4,2,1,3,10,1,,2,,,1,,1,,,2,2,1,,,,1,,2,,,,2,,1,,2,,,1,,,,1,,2,1,,,2,,1,,2,,,,1,,2,,2,,,1,,,,,1,2,1,2,,,,,1,,2,,,,,1,2,1,,2,,,,1,,2,,6,2,4,4,7,7,3,3,8,6,9,5,7,8,4,10,4,3,4,1,4,"__NA__",1,1,"__NA__",3,"__NA__",8,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,1,1,2,1,3,"__NA__",6,2,1,"__NA__",0,0,0,1,0,0,1,12,"__NA__",2,6,0.408
840,41,4,9,1,,41,4,9,1969,3,2,2,3,5,1,,,,1,2,1,,2,,,2,1,,,,,,,2,1,,,2,,1,2,,,,1,1,,,2,,2,,1,,,,2,,,1,,1,,,2,1,,2,,,,,2,,1,,2,1,,,1,2,,,,,1,,,2,2,,,1,,1,2,,,,0,0,0,10,10,0,0,10,10,10,10,0,10,0,10,10,10,0,4,1,2,"__NA__",1,5,"__NA__",4,"non partisan",4,3,5,3,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",2,1,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",2,5,1.1972
840,42,1,2,1,,42,1,2,1961,4,2,1,1,7,1,,1,,,2,2,1,,,,,1,,,2,,2,1,,,,2,,1,,,,1,2,,,1,,2,,2,,1,,,1,,2,,,,2,1,,,,1,,2,,1,,,,2,1,,,2,,,2,1,,,,1,2,,,,1,2,,,,2,,,1,0,0,1,0,5,20,0,0,1,1,1,0,0,0,0,20,1,50,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,1,0,1,1,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",6,2,5,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,6,0.9529
840,51,3,5,1,,51,3,5,1986,2,2,1,2,3,6,2,,1,,,2,,,1,,1,2,,,,,,2,,1,,,,2,1,1,,,2,,2,1,,,,,1,2,,,2,1,,,,1,2,,,,,,1,2,,,1,,2,,,2,,1,,2,,,1,,,2,1,,,2,,,,1,,2,,1,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,57,21,0,0,2,2,7,"__NA__",1,2,"__NA__",2,"__NA__",6,2,6,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,1,4,"__NA__",7,3,7,"__NA__",0,0,0,0,0,1,7,11,"__NA__",2,5,0.5
840,18,2,3,1,,18,2,3,1964,4,2,1,2,10,5,,2,,1,,1,2,,,,,2,,1,,1,2,,,,2,,1,,,2,1,,,,1,,2,,,2,,,1,,2,,1,,,,,,2,1,1,2,,,,2,,,,1,,2,1,,,1,2,,,,1,2,,,,2,,1,,,2,,,,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",12,5,2,"__NA__",0,0,1,0,0,0,1,2,"__NA__",2,2,1.0404
840,48,3,7,1,,48,3,7,1950,5,2,1,2,10,5,,2,,1,,1,,2,,,,2,1,,,,,,1,2,2,,,1,,,,2,,1,1,2,,,,,,,1,2,2,,1,,,,,2,,1,,2,,,1,2,,,1,,2,,,1,,1,2,,,,,2,,,1,2,,,1,,2,,,,1,0,0,0,0,0,0,0,35,10,20,10,0,0,0,25,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,1,0,1,1,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",9,3,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,5,0.7693
840,1,3,6,1,,1,3,6,1946,5,2,1,3,2,3,2,,,1,,1,2,,,,1,2,,,,,,2,,1,2,,,,1,,,2,,1,,,1,,2,2,,,,1,2,,,,1,,,1,2,,1,2,,,,2,1,,,,2,,1,,,1,2,,,,,2,,,1,2,1,,,,,,1,,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",4,3,6,2,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,1,2,3,1,"__NA__",4,2,5,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,2,0.5911
840,21,3,6,1,,21,3,6,1963,4,2,1,2,10,5,1,2,,,,2,,,1,,,2,,1,,,2,,1,,2,,1,,,2,,,,1,2,,,1,,2,,,1,,2,,,,1,,1,,,2,2,,1,,,2,,,1,,2,,,,1,,,2,,1,1,2,,,,2,,1,,,2,,,,1,0,0,0,0,0,0,0,58,21,0,21,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,1,0,1,0,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,2,4,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,5,0.9475
840,12,3,5,1,,12,3,5,1986,2,2,1,2,10,5,,2,1,,,,2,,1,,2,,,1,,2,,,1,,2,,,,1,2,,,1,,,1,2,,,,2,,1,,2,,,1,,,1,2,,,,2,,1,,2,1,,,,2,,,1,,,,,2,1,,,1,2,,,2,,,1,,1,2,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,1,0,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,5,0.8469
840,21,3,6,1,,21,3,6,1947,5,2,2,1,5,2,1,,2,,,1,,,2,,,1,,2,,1,,,,2,1,2,,,,,1,,2,,1,2,,,,,,1,2,,,,1,2,,,,2,1,,1,,,2,,,2,1,,,,2,1,,,1,,,2,,,1,2,,,,1,,,2,,,1,2,,29,4,8,0,22,0,0,0,0,6,0,0,22,5,0,0,4,0,4,1,1,"__NA__",2,,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,1,0,"Signed petition",2,4,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",9,3,5,"__NA__",0,0,0,1,0,0,1,11,"__NA__",2,5,0.4992
840,6,4,9,1,,6,4,9,1989,2,2,1,3,6,4,,,2,,1,,2,1,,,2,,1,,,2,,,,1,,2,1,,,,2,,1,,2,,,,1,,,2,,1,,2,,,1,,,2,,1,1,2,,,,,,,2,1,1,,,,2,1,2,,,,,,1,2,,,2,1,,,,2,,1,,0,0,0,27,0,15,0,0,0,0,0,0,24,34,0,0,0,0,3,1,2,"__NA__",2,,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,1,0,0,0,"__NA__",1,4,2,1,1,"__NA__",1,1,1,2,2,2,1,1,"__NA__",9,3,1,"__NA__",1,0,0,0,0,0,2,5,"__NA__",1,2,1.9568
840,36,1,2,1,,36,1,2,1978,2,2,5,3,0,3,,,,1,2,,2,,1,,2,,,,1,,1,2,,,,1,,,2,,2,,,1,1,2,,,,,1,,2,,,,,1,2,,,,1,2,1,,2,,,,1,2,,,1,2,,,,1,,,,2,,1,,,2,1,,,,2,1,,2,,,9,0,0,10,25,2,0,0,11,0,5,0,3,0,6,0,6,23,1,2,7,"__NA__",2,,"__NA__",5,"__NA__",4,3,6,2,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,2,"__NA__",2,2,2,2,2,2,5,4,"__NA__",1,1,6,"__NA__",0,0,0,0,0,1,1,12,"__NA__",2,4,0.2016
840,1,3,6,1,,1,3,6,1978,2,2,1,2,9,2,,,2,1,,1,2,,,,1,2,,,,2,1,,,,2,,1,,,1,,,,2,1,,,,2,1,,,2,,,2,,,1,,,1,,2,,2,1,,,2,1,,,,,,1,2,,,1,2,,,,2,,1,,1,2,,,,,,1,,2,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,10,59,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",6,2,2,"__NA__",0,0,0,1,0,0,1,2,"__NA__",1,4,0.8469
840,12,3,5,1,,12,3,5,1948,5,2,1,2,9,3,2,,,1,,1,2,,,,,2,1,,,,,2,,1,2,,,,1,,,,2,1,2,,,,1,,,2,1,,2,,,,1,1,2,,,,1,2,,,,2,,,1,,1,,,2,,1,2,,,,,2,1,,,2,,,1,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,1,7,"__NA__",1,2,"__NA__",2,"__NA__",6,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,2,3,"__NA__",2,1,5,"__NA__",0,0,0,0,1,0,4,1,"__NA__",1,1,0.3647
840,36,1,2,1,,36,1,2,1965,3,2,3,1,0,6,,,2,,1,1,,,2,,,1,2,,,,1,,2,,,,1,2,,2,,,,1,1,,2,,,2,,1,,,,1,2,,,1,,2,,,1,,,2,,,1,,2,,1,,2,,,1,,,2,,,,1,,2,2,,,,1,1,,,,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,2,2,5,3,"__NA__",11,4,1,"__NA__",0,0,0,0,1,0,4,12,"__NA__",2,6,0.6837
840,36,1,2,1,,36,1,2,1988,2,2,5,1,5,2,2,,,1,,2,,,,1,,,,1,2,,1,,,2,2,,,,1,,1,,2,,2,,,1,,1,,,,2,,2,,,1,,,2,,1,2,,1,,,,1,2,,,,2,,1,,2,1,,,,,,1,2,,1,2,,,,1,,2,,,0,0,0,0,20,10,0,10,0,10,10,0,20,0,20,0,0,0,3,1,4,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,1,3,"__NA__",8,3,1,"__NA__",1,0,0,0,0,0,2,12,"__NA__",2,4,0.5345
840,13,3,5,1,,13,3,5,1964,4,2,1,1,10,1,1,,,,2,,1,,,2,1,,,,2,2,,1,,,1,2,,,,1,,,2,,,,1,,2,,1,,2,,1,2,,,,,2,1,,,,1,,2,,,,1,,2,1,2,,,,,2,,1,,2,,,1,,,1,2,,,,2,1,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"__NA__",2,,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,3,2,"__NA__",97,6,7,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,0.7656
840,12,3,5,1,,12,3,5,1993,1,2,2,1,5,3,,1,,,2,1,,2,,,2,1,,,,1,,,,2,,,2,1,,2,1,,,,1,,,,2,1,,,2,,,1,2,,,1,,,2,,1,,,2,,,2,,1,,,1,,,2,1,,,,2,,1,,,2,1,,2,,,,2,1,,,7,0,0,0,22,1,0,0,0,0,0,0,0,26,44,0,0,0,3,1,4,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,0,0,1,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",6,2,4,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,2,0.4748
840,11,3,5,1,,11,3,5,1994,1,2,1,1,10,1,,1,2,,,,1,,2,,,1,,,2,,1,,2,,1,,,2,,,,1,2,,2,,1,,,2,,1,,,1,,,2,,1,2,,,,,1,,2,,1,,,2,,1,,,2,,2,,1,,,,1,,,2,2,1,,,,,2,1,,,3,5,20,3,10,16,0,0,0,3,3,5,10,5,4,13,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,1,1,1,0,1,1,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,0.5994
840,19,2,4,1,,19,2,4,1973,3,1,2,3,4,2,2,,,1,,2,,1,,,,1,2,,,,2,,,1,,2,,,1,,,1,2,,,2,,,1,2,,,,1,2,,,,1,,2,,,1,,,,2,1,,1,2,,,,,2,,1,,2,,,1,,1,,2,,2,,,1,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,20,0,22,38,20,0,0,2,1,2,"__NA__",1,3,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,1,1,4,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,4,2,"__NA__",2,1,1.1951
840,18,2,3,1,,18,2,3,1965,3,2,1,1,8,2,1,,,2,,1,,,2,,,1,,,2,,,1,2,,1,,,,2,1,,,2,,1,,,2,,,1,,2,,1,,,2,,,2,,1,,1,,,,2,1,2,,,,1,,,2,,,,1,,2,,1,2,,,,1,,2,,,,1,2,,18,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,65,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,0,1,0,0,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,4,4,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,6,0.7749
840,33,1,1,1,,33,1,1,1965,3,2,1,1,10,1,,1,,,2,1,,,,2,,1,2,,,,2,,1,,,,1,,2,,,1,2,,,,1,,2,1,,,2,,1,,,,2,,2,,,1,1,,,2,,1,,,2,,2,1,,,,1,,,,2,,,2,1,,,1,,,2,,2,1,,,45,0,0,0,5,0,0,0,0,0,0,0,20,0,0,15,0,15,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,3,2,0,0,1,1,1,1,0,0,"__NA__",1,3,2,1,6,"__NA__",4,1,2,1,1,2,1,4,"__NA__",9,3,5,"__NA__",0,1,0,0,0,0,1,9,"__NA__",2,6,1.7197
840,13,3,5,1,,13,3,5,1964,4,2,1,2,8,5,1,2,,,,,,2,,1,,1,2,,,,,1,,2,,1,,,2,1,,,2,,2,1,,,,2,,,1,,,,2,,1,,2,,,1,2,,1,,,1,,,,2,,,1,2,,,,,2,1,,1,,2,,,2,1,,,2,,1,,,0,0,0,3,0,65,0,3,0,6,0,0,0,23,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,3,2,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,2,0.9475
840,13,3,5,1,,13,3,5,1991,1,2,4,1,4,1,,1,2,,,,,1,2,,,1,,2,,,,2,1,,1,2,,,,,,1,2,,1,,,,2,,1,,,2,1,,,,2,,,2,,1,,1,,2,,1,2,,,,2,,1,,,1,,,,2,,1,,,2,1,,,2,,,,,2,1,30,0,0,0,0,21,0,12,0,0,0,0,37,0,0,0,0,0,4,1,3,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,2,2,5,4,"__NA__",11,4,8,"__NA__",0,0,0,0,1,0,2,9,"__NA__",2,6,0.4748
840,16,4,8,1,,16,4,8,1957,4,2,1,2,10,1,,,2,,1,2,1,,,,2,,,,1,,,1,,2,,,,2,1,,1,,,2,2,,,,1,2,,1,,,2,,,,1,1,2,,,,2,,,1,,,2,,1,,2,1,,,,,2,,,1,2,,,,1,2,,,,1,2,,,,1,0,0,0,0,16,0,0,0,0,23,11,0,0,31,2,13,4,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,3,2,"__NA__",3,1,6,"__NA__",0,0,0,0,1,0,2,1,"__NA__",1,4,1.3389
840,12,3,5,1,,12,3,5,1989,2,2,2,2,9,2,,,,1,2,2,,,1,,,2,,,1,,,2,,1,1,,,,2,,1,,2,,2,1,,,,,1,2,,,,2,1,,,2,,1,,,2,1,,,,,,,2,1,,2,1,,,,2,,,1,,2,,,1,2,1,,,,1,,,,2,0,0,0,4,3,0,6,51,0,6,7,0,0,4,13,3,0,3,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,1,1,4,"__NA__",8,3,7,"__NA__",0,0,0,0,1,0,3,1,"__NA__",1,2,1.5082
840,32,4,8,1,,32,4,8,1957,4,1,1,2,10,5,,2,,,1,1,,,2,,2,1,,,,1,,,,2,,2,1,,,2,1,,,,1,,2,,,,,1,,2,,1,2,,,,,2,1,,1,2,,,,,2,,,1,,2,,,1,1,,2,,,1,,,2,,2,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,1,0,0,0,"__NA__",2,1,1,1,1,"__NA__",1,1,1,2,1,2,3,2,"__NA__",1,1,6,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,5,1.3389
